est_diameter_min,est_diameter_max,relative_velocity,miss_distance,absolute_magnitude,hazardous
very_low,very_low,medium,very_high,low,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,very_low,low,high,False
very_low,very_low,low,low,high,False
very_low,very_low,very_low,medium,low,False
very_low,very_low,low,medium,medium,False
very_low,very_low,very_low,medium,low,False
very_low,very_low,low,very_low,high,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,very_high,medium,False
very_low,very_low,very_low,very_high,high,False
very_low,very_low,low,medium,medium,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,low,low,low,False
very_low,very_low,medium,medium,low,False
very_low,very_low,low,high,medium,False
very_low,very_low,very_low,high,medium,False
very_low,very_low,very_low,high,medium,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,very_low,very_low,medium,False
medium,medium,medium,very_high,very_low,False
very_low,very_low,very_low,high,low,False
very_low,very_low,low,medium,low,False
very_low,very_low,low,very_high,high,False
very_low,very_low,low,medium,high,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,very_low,high,high,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,low,high,medium,False
very_low,very_low,low,very_low,medium,False
very_low,very_low,very_low,high,medium,False
very_low,very_low,very_low,very_high,medium,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,very_high,medium,False
very_low,very_low,very_low,very_high,medium,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,medium,very_high,high,False
very_low,very_low,low,very_low,medium,False
very_low,very_low,low,very_low,medium,False
very_low,very_low,very_low,high,medium,False
very_low,very_low,low,medium,medium,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,low,very_low,high,False
very_low,very_low,low,medium,high,False
low,low,medium,very_high,very_low,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,low,high,low,False
very_low,very_low,low,low,low,False
very_low,very_low,low,very_high,low,False
very_low,very_low,very_low,high,high,False
very_low,very_low,low,low,low,False
very_low,very_low,very_low,medium,low,False
very_low,very_low,very_low,high,low,False
very_low,very_low,very_low,medium,low,False
very_low,very_low,low,low,very_high,False
very_low,very_low,very_low,high,medium,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,low,low,low,False
very_low,very_low,very_low,very_high,medium,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,very_low,high,high,False
very_low,very_low,medium,medium,medium,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,low,medium,low,False
very_low,very_low,low,low,low,False
very_low,very_low,very_low,high,high,False
very_low,very_low,very_low,low,high,False
very_low,very_low,low,medium,high,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,medium,high,False
very_low,very_low,low,very_low,medium,False
very_low,very_low,low,high,medium,False
very_low,very_low,very_low,very_high,low,False
very_low,very_low,low,very_high,high,False
very_low,very_low,low,very_high,high,False
very_low,very_low,low,high,high,False
very_low,very_low,very_low,low,high,False
very_low,very_low,low,very_high,high,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,low,very_high,low,False
very_low,very_low,low,medium,medium,False
very_low,very_low,very_low,very_high,medium,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,low,very_high,low,False
very_low,very_low,very_low,medium,high,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,low,very_low,high,False
very_low,very_low,low,very_high,medium,False
very_low,very_low,low,very_high,medium,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,very_low,very_high,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,high,medium,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,high,very_high,False
very_low,very_low,very_low,very_high,medium,False
very_low,very_low,low,medium,high,False
very_low,very_low,very_low,low,high,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,low,high,medium,False
very_low,very_low,low,very_high,medium,False
very_low,very_low,low,very_low,high,False
very_low,very_low,very_low,medium,high,False
very_low,very_low,low,high,low,False
very_low,very_low,very_low,low,low,False
very_low,very_low,low,very_high,low,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,high,low,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,very_high,medium,False
very_low,very_low,very_low,high,medium,False
very_low,very_low,low,low,high,False
very_low,very_low,very_low,low,high,False
very_low,very_low,very_low,high,low,False
very_low,very_low,low,medium,high,False
low,low,low,low,very_low,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,low,high,low,False
very_low,very_low,low,very_high,low,False
very_low,very_low,very_low,high,medium,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,low,very_high,high,False
very_low,very_low,very_low,high,low,False
very_low,very_low,low,low,medium,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,low,very_low,medium,False
very_low,very_low,low,very_low,medium,False
very_low,very_low,very_low,very_high,medium,False
very_low,very_low,very_low,high,low,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,very_low,very_high,medium,False
very_low,very_low,low,medium,medium,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,very_low,high,high,False
very_low,very_low,very_low,medium,low,False
very_low,very_low,very_low,high,high,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,low,high,False
very_low,very_low,low,high,medium,False
very_low,very_low,low,high,low,False
very_low,very_low,low,high,high,False
very_low,very_low,low,high,high,False
very_low,very_low,low,low,medium,False
very_low,very_low,very_low,high,high,False
very_low,very_low,very_low,very_high,low,False
very_low,very_low,very_low,very_low,very_high,False
very_low,very_low,low,low,medium,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,medium,high,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,low,high,medium,False
very_low,very_low,medium,medium,low,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,very_high,high,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,low,medium,low,False
very_low,very_low,low,high,high,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,low,low,medium,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,medium,low,False
very_low,very_low,low,medium,high,False
very_low,very_low,very_low,very_high,medium,False
very_low,very_low,very_low,high,low,False
very_low,very_low,medium,very_high,medium,False
very_low,very_low,medium,very_high,low,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,very_high,medium,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,very_low,high,high,False
very_low,very_low,low,high,medium,False
very_low,very_low,low,very_high,medium,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,low,medium,low,False
very_low,very_low,low,very_high,high,False
very_low,very_low,low,medium,low,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,low,very_high,high,False
very_low,very_low,low,very_high,very_low,False
very_low,very_low,very_low,very_high,medium,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,low,very_high,medium,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,very_low,very_high,medium,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,low,very_high,medium,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,very_high,low,False
very_low,very_low,very_low,low,low,False
very_low,very_low,low,medium,high,False
very_low,very_low,low,medium,low,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,low,very_low,high,False
very_low,very_low,low,very_high,medium,False
very_low,very_low,low,low,medium,False
very_low,very_low,low,very_high,low,False
very_low,very_low,low,medium,medium,False
very_low,very_low,low,medium,medium,False
very_low,very_low,low,high,high,False
very_low,very_low,very_low,very_high,medium,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,high,high,False
very_low,very_low,low,low,high,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,low,very_low,low,False
very_low,very_low,low,very_low,medium,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,low,very_high,high,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,medium,medium,low,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,low,high,medium,False
very_low,very_low,low,low,medium,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,very_low,medium,high,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,medium,medium,medium,False
low,low,low,medium,very_low,False
very_low,very_low,very_low,medium,high,False
very_low,very_low,very_low,low,low,False
very_low,very_low,low,high,low,False
very_low,very_low,low,high,medium,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,low,low,low,False
very_low,very_low,medium,very_high,medium,False
very_low,very_low,low,high,high,False
very_low,very_low,low,medium,low,False
very_low,very_low,low,high,medium,False
very_low,very_low,very_low,high,medium,False
very_low,very_low,low,low,medium,False
very_low,very_low,low,high,medium,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,very_low,medium,low,False
very_low,very_low,very_low,medium,low,False
very_low,very_low,low,very_high,low,False
very_low,very_low,low,very_high,medium,False
very_low,very_low,medium,medium,medium,False
very_low,very_low,very_low,very_high,medium,False
very_low,very_low,very_low,medium,high,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,low,high,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,very_low,low,low,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,low,high,high,False
very_low,very_low,low,very_high,high,False
very_low,very_low,low,very_high,high,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,medium,low,False
very_low,very_low,low,very_high,medium,False
very_low,very_low,low,medium,low,False
very_low,very_low,very_low,high,high,False
very_low,very_low,low,very_high,low,False
very_low,very_low,low,very_low,medium,False
very_low,very_low,low,medium,low,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,low,high,low,False
very_low,very_low,low,low,low,False
very_low,very_low,very_low,high,medium,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,low,medium,low,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,low,very_low,medium,False
very_low,very_low,low,very_high,high,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,low,medium,high,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,low,very_high,high,False
very_low,very_low,low,very_low,medium,False
very_low,very_low,very_low,high,medium,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,low,medium,low,False
very_low,very_low,very_low,very_high,medium,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,very_low,medium,low,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,low,very_high,low,False
very_low,very_low,very_low,high,low,False
very_low,very_low,low,very_high,medium,False
very_low,very_low,low,very_high,high,False
very_low,very_low,very_low,high,low,False
very_low,very_low,low,high,low,False
very_low,very_low,very_low,high,medium,False
very_low,very_low,very_low,very_high,medium,False
very_low,very_low,low,low,medium,False
very_low,very_low,very_low,low,high,False
very_low,very_low,low,high,low,False
very_low,very_low,very_low,high,medium,False
very_low,very_low,low,very_low,medium,False
very_low,very_low,low,medium,medium,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,low,very_high,medium,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,high,medium,False
very_low,very_low,very_low,low,very_high,False
very_low,very_low,very_low,high,medium,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,very_low,very_high,medium,False
very_low,very_low,low,high,medium,False
very_low,very_low,low,high,low,False
very_low,very_low,low,very_high,low,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,low,medium,high,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,very_low,very_high,medium,False
very_low,very_low,very_low,medium,high,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,very_low,high,low,False
very_low,very_low,very_low,high,high,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,low,low,medium,False
very_low,very_low,very_low,high,high,False
very_low,very_low,very_low,low,high,False
very_low,very_low,low,low,medium,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,very_low,high,medium,False
very_low,very_low,low,very_high,medium,False
very_low,very_low,medium,very_high,medium,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,low,very_high,medium,False
very_low,very_low,low,medium,medium,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,low,very_high,high,False
very_low,very_low,low,medium,medium,False
very_low,very_low,low,very_high,medium,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,low,low,medium,False
very_low,very_low,medium,low,low,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,low,very_high,high,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,low,very_high,low,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,low,low,low,False
very_low,very_low,low,very_high,medium,False
very_low,very_low,very_low,medium,high,False
very_low,very_low,very_low,high,high,False
very_low,very_low,very_low,high,high,False
very_low,very_low,medium,very_high,low,False
very_low,very_low,very_low,low,high,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,low,high,high,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,medium,very_low,high,False
very_low,very_low,very_low,very_high,high,False
very_low,very_low,very_low,low,high,False
very_low,very_low,very_low,low,low,False
very_low,very_low,low,medium,high,False
very_low,very_low,low,medium,high,False
very_low,very_low,very_low,very_high,medium,False
very_low,very_low,low,low,medium,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,high,medium,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,low,medium,low,False
very_low,very_low,low,medium,low,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,medium,very_high,low,False
very_low,very_low,low,very_high,low,False
very_low,very_low,low,very_high,medium,False
very_low,very_low,very_low,very_high,medium,False
very_low,very_low,low,very_high,low,False
very_low,very_low,very_low,low,high,False
very_low,very_low,low,medium,medium,False
very_low,very_low,low,very_high,high,False
very_low,very_low,low,high,low,False
very_low,very_low,low,high,medium,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,low,very_low,medium,False
very_low,very_low,low,high,low,False
very_low,very_low,very_low,high,medium,False
very_low,very_low,low,medium,high,False
very_low,very_low,very_low,very_low,very_high,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,low,high,high,False
very_low,very_low,medium,very_high,low,False
very_low,very_low,very_low,high,high,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,low,medium,low,False
very_low,very_low,low,very_low,very_high,False
very_low,very_low,low,high,high,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,high,medium,False
very_low,very_low,low,high,low,False
very_low,very_low,low,low,medium,False
very_low,very_low,very_low,high,medium,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,low,medium,low,False
very_low,very_low,low,high,low,False
very_low,very_low,low,high,high,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,low,very_low,medium,False
very_low,very_low,low,very_high,low,False
very_low,very_low,medium,medium,very_low,False
very_low,very_low,very_low,medium,low,False
low,low,medium,very_high,very_low,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,very_high,high,False
very_low,very_low,low,low,low,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,low,very_low,medium,False
very_low,very_low,low,very_high,medium,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,low,medium,high,False
very_low,very_low,low,very_high,high,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,very_high,high,False
very_low,very_low,very_low,low,high,False
very_low,very_low,very_low,high,medium,False
very_low,very_low,low,very_low,medium,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,very_low,high,medium,False
very_low,very_low,low,very_high,medium,False
very_low,very_low,medium,very_high,low,False
very_low,very_low,low,medium,high,False
very_low,very_low,low,high,low,False
very_low,very_low,medium,high,low,False
very_low,very_low,very_low,very_low,very_high,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,very_low,low,low,False
very_low,very_low,very_low,medium,high,False
very_low,very_low,low,high,low,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,low,very_high,medium,False
very_low,very_low,low,medium,low,False
very_low,very_low,very_low,low,high,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,very_high,low,False
very_low,very_low,very_low,very_high,medium,False
very_low,very_low,very_low,very_high,high,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,high,medium,False
very_low,very_low,very_low,high,medium,False
very_low,very_low,low,high,low,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,low,low,low,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,low,high,False
very_low,very_low,very_low,low,high,False
very_low,very_low,medium,high,low,False
very_low,very_low,low,very_high,low,False
very_low,very_low,low,low,low,False
very_low,very_low,low,very_high,medium,False
very_low,very_low,very_low,very_high,low,False
very_low,very_low,low,high,high,False
very_low,very_low,very_low,medium,high,False
very_low,very_low,low,very_high,low,False
very_low,very_low,low,medium,high,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,very_low,medium,low,False
very_low,very_low,low,very_low,medium,False
very_low,very_low,very_low,low,high,False
very_low,very_low,low,low,medium,False
very_low,very_low,very_low,high,medium,False
low,low,low,medium,very_low,False
very_low,very_low,low,very_low,high,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,very_low,very_high,high,False
very_low,very_low,very_low,high,medium,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,low,very_high,medium,False
very_low,very_low,medium,very_low,medium,False
very_low,very_low,low,high,low,False
very_low,very_low,low,high,medium,False
very_low,very_low,low,medium,medium,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,very_low,medium,high,False
very_low,very_low,low,very_high,medium,False
very_low,very_low,very_low,high,high,False
very_low,very_low,medium,very_high,medium,False
very_low,very_low,very_low,very_low,low,False
very_low,very_low,very_low,very_high,medium,False
very_low,very_low,very_low,high,high,False
very_low,very_low,very_low,medium,high,False
very_low,very_low,low,very_high,high,False
very_low,very_low,low,very_high,medium,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,very_low,high,medium,False
very_low,very_low,low,very_low,medium,False
very_low,very_low,low,medium,low,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,medium,high,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,medium,very_high,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,very_low,very_high,medium,False
very_low,very_low,very_low,high,medium,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,low,high,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,low,very_high,medium,False
very_low,very_low,low,high,low,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,low,very_high,high,False
very_low,very_low,low,low,medium,False
very_low,very_low,very_low,low,low,False
very_low,very_low,very_low,very_high,medium,False
very_low,very_low,very_low,very_high,medium,False
very_low,very_low,very_low,very_low,very_high,False
very_low,very_low,low,very_low,high,False
very_low,very_low,very_low,low,high,False
very_low,very_low,medium,very_high,high,False
very_low,very_low,very_low,high,low,False
very_low,very_low,low,low,medium,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,low,high,medium,False
very_low,very_low,low,medium,medium,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,very_low,low,high,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,low,high,False
very_low,very_low,medium,very_low,medium,False
very_low,very_low,low,high,low,False
very_low,very_low,very_low,very_low,high,False
low,low,low,high,very_low,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,high,medium,False
very_low,very_low,very_low,low,high,False
very_low,very_low,very_low,low,high,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,low,low,medium,False
very_low,very_low,very_low,medium,low,False
very_low,very_low,low,high,low,False
very_low,very_low,very_low,medium,low,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,low,very_high,medium,False
very_low,very_low,very_low,high,medium,False
very_low,very_low,very_low,medium,high,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,low,medium,medium,False
very_low,very_low,very_low,very_high,low,False
very_low,very_low,medium,very_high,medium,False
very_low,very_low,very_low,very_high,low,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,medium,high,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,low,low,medium,False
very_low,very_low,very_low,medium,low,False
very_low,very_low,low,medium,low,False
very_low,very_low,very_low,very_high,medium,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,very_low,very_high,medium,False
very_low,very_low,very_low,very_high,low,False
very_low,very_low,very_low,medium,high,False
very_low,very_low,very_low,medium,high,False
very_low,very_low,very_low,very_high,high,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,low,very_high,medium,False
very_low,very_low,low,high,low,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,low,very_high,high,False
very_low,very_low,very_low,medium,high,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,medium,low,low,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,low,very_high,low,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,low,high,low,False
very_low,very_low,low,very_high,medium,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,low,high,low,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,very_high,medium,False
very_low,very_low,very_low,low,high,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,very_low,low,high,False
very_low,very_low,very_low,very_high,low,False
very_low,very_low,low,very_high,high,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,low,medium,low,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,very_low,very_high,high,False
very_low,very_low,very_low,low,high,False
very_low,very_low,very_low,medium,low,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,medium,very_high,high,False
very_low,very_low,low,low,low,False
very_low,very_low,low,medium,low,False
very_low,very_low,very_low,low,low,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,low,high,medium,False
very_low,very_low,low,high,high,False
very_low,very_low,low,low,high,False
very_low,very_low,very_low,high,high,False
very_low,very_low,very_low,very_high,medium,False
very_low,very_low,very_low,low,high,False
very_low,very_low,low,medium,high,False
very_low,very_low,low,high,low,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,low,high,medium,False
very_low,very_low,low,very_high,medium,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,low,high,low,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,very_low,medium,False
low,low,medium,very_high,very_low,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,low,very_high,high,False
very_low,very_low,low,very_low,medium,False
very_low,very_low,very_low,medium,low,False
very_low,very_low,medium,very_high,low,False
very_low,very_low,low,high,high,False
very_low,very_low,medium,high,low,False
very_low,very_low,very_low,very_high,medium,False
very_low,very_low,low,high,medium,False
very_low,very_low,low,high,medium,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,low,high,low,False
very_low,very_low,very_low,low,low,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,very_low,low,high,False
very_low,very_low,low,medium,medium,False
very_low,very_low,low,very_high,high,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,low,very_high,medium,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,very_low,high,medium,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,low,medium,high,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,low,low,medium,False
very_low,very_low,low,very_high,medium,False
very_low,very_low,low,very_high,medium,False
very_low,very_low,low,high,medium,False
very_low,very_low,low,very_low,medium,False
very_low,very_low,low,very_high,low,False
very_low,very_low,very_low,high,medium,False
very_low,very_low,low,very_low,medium,False
low,low,medium,low,very_low,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,very_low,high,high,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,high,high,False
very_low,very_low,very_low,very_low,high,False
very_low,very_low,low,high,high,False
very_low,very_low,very_low,low,high,False
very_low,very_low,very_low,medium,high,False
very_low,very_low,low,medium,medium,False
very_low,very_low,low,very_low,medium,False
very_low,very_low,low,low,medium,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,medium,low,False
very_low,very_low,low,medium,low,False
very_low,very_low,low,low,medium,False
very_low,very_low,very_low,high,low,False
very_low,very_low,low,medium,high,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,very_low,very_high,low,False
very_low,very_low,very_low,low,medium,False
very_low,very_low,very_low,medium,medium,False
very_low,very_low,very_low,high,low,False
very_low,very_low,low,high,low,False
very_low,very_low,low,high,medium,False
very_low,very_low,very_low,very_low,medium,False
very_low,very_low,low,very_low,medium,False
very_low,very_low,very_low,high,low,False
very_low,very_low,very_low,very_high,low,False
very_low,very_low,very_low,high,high,False
